customerID,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn
C-04157,Female,0,Yes,Yes,29,Yes,No,DSL,Yes,No,No,Yes,Yes,Yes,One year,No,Credit card (automatic),36.29,1040.31,Yes
C-04158,Female,0,No,Yes,12,Yes,No,Fiber optic,No,Yes,Yes,Yes,No,No,Month-to-month,Yes,Mailed check,31.12,381.9,No
C-04159,Male,0,No,Yes,12,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,77.15,927.05,No
C-04160,Female,0,Yes,No,42,No,No phone service,DSL,Yes,Yes,No,Yes,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),81.3,3400.26,Yes
C-04161,Female,1,Yes,No,20,No,No phone service,DSL,Yes,No,No,No,Yes,Yes,One year,Yes,Bank transfer (automatic),23.3,464.48,No
C-04162,Male,0,Yes,Yes,54,Yes,No,DSL,Yes,No,Yes,Yes,No,Yes,Two year,No,Mailed check,42.3,2277.64,No
C-04163,Female,0,Yes,No,39,No,No phone service,Fiber optic,Yes,Yes,Yes,No,Yes,No,Two year,Yes,Mailed check,97.55,3806.07,No
C-04164,Female,0,Yes,No,14,No,No phone service,Fiber optic,No,Yes,Yes,Yes,No,No,One year,Yes,Bank transfer (automatic),22.96, ,Yes
C-04165,Female,0,Yes,No,51,No,No phone service,Fiber optic,Yes,No,No,Yes,No,Yes,Two year,No,Credit card (automatic),103.51,5265.54,Yes
C-04166,Male,0,No,Yes,52,No,No phone service,DSL,No,Yes,No,Yes,No,Yes,Month-to-month,Yes,Mailed check,83.82,4355.3,No
C-04167,Male,0,No,No,51,No,No phone service,Fiber optic,No,Yes,No,Yes,No,Yes,Month-to-month,No,Electronic check,61.44,3139.19,No
C-04168,Female,0,No,Yes,29,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,52.64,1534.03,Yes
C-04169,Female,1,Yes,No,32,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),19.92,633.81,No
C-04170,Female,1,Yes,Yes,56,No,No phone service,Fiber optic,No,Yes,No,No,No,Yes,Two year,No,Mailed check,100.52,5633.7,No
C-04171,Female,0,Yes,Yes,51,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),32.27,1648.43,No
C-04172,Male,0,No,Yes,8,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,48.95,391.07,No
C-04173,Female,0,Yes,Yes,53,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,Month-to-month,No,Mailed check,74.91,3974.87,No
C-04174,Female,0,Yes,Yes,0,No,No phone service,DSL,No,Yes,No,No,Yes,Yes,Month-to-month,No,Electronic check,42.6,,No
C-04175,Female,0,Yes,No,43,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Credit card (automatic),67.71,2911.54,No
C-04176,Female,0,No,Yes,8,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),98.93,775.4,Yes
C-04177,Male,0,No,No,31,Yes,No,DSL,Yes,No,Yes,Yes,Yes,No,Month-to-month,Yes,Credit card (automatic),65.05,2016.01,No
C-04178,Female,1,No,No,14,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Mailed check,112.9,1594.85,No
C-04179,Male,0,Yes,Yes,11,No,No phone service,Fiber optic,No,No,No,No,Yes,Yes,Two year,No,Credit card (automatic),102.75,1127.05,Yes
C-04180,Male,0,Yes,No,56,Yes,No,DSL,Yes,No,No,Yes,Yes,Yes,Month-to-month,Yes,Credit card (automatic),51.3,2886.05,No
C-04181,Female,0,No,No,7,No,No phone service,Fiber optic,No,No,No,Yes,Yes,No,Month-to-month,No,Electronic check,58.0,402.96,No
C-04182,Male,0,No,No,71,No,No phone service,DSL,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),60.33,4272.58,Yes
C-04183,Male,1,No,Yes,26,No,No phone service,Fiber optic,Yes,No,No,No,Yes,Yes,One year,No,Bank transfer (automatic),80.62,2102.77,No
C-04184,Male,1,Yes,No,61,Yes,No,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,No,Electronic check,46.68,2852.12,Yes
C-04185,Female,0,Yes,No,11,Yes,No,Fiber optic,Yes,No,No,Yes,Yes,No,Month-to-month,Yes,Electronic check,114.92,1287.31,Yes
C-04186,Male,0,No,Yes,64,No,No phone service,Fiber optic,Yes,Yes,No,No,No,No,Two year,No,Bank transfer (automatic),78.87,5037.89,No
C-04187,Male,0,No,Yes,41,No,No phone service,Fiber optic,Yes,Yes,Yes,No,Yes,No,Month-to-month,Yes,Mailed check,57.94,2379.1,Yes
C-04188,Female,0,Yes,No,61,No,No phone service,DSL,No,No,No,No,Yes,Yes,Month-to-month,No,Electronic check,82.5,5036.42,No
C-04189,Male,1,No,No,10,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Electronic check,57.54,585.98,No
C-04190,Female,0,No,No,42,No,No phone service,Fiber optic,No,Yes,No,No,No,Yes,One year,Yes,Electronic check,99.78,4196.06,No
C-04191,Female,0,No,No,16,Yes,No,Fiber optic,Yes,Yes,No,No,No,Yes,One year,No,Electronic check,74.78,1193.6,No
C-04192,Female,0,No,No,31,Yes,No,Fiber optic,Yes,No,Yes,No,Yes,No,Month-to-month,No,Electronic check,22.2,677.49,No
C-04193,Female,0,Yes,Yes,39,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Electronic check,35.68,1394.99,No
C-04194,Female,0,Yes,Yes,22,No,No phone service,DSL,No,Yes,No,Yes,No,Yes,Month-to-month,Yes,Bank transfer (automatic),104.5,2302.74,Yes
C-04195,Male,0,Yes,No,55,No,No phone service,DSL,No,No,No,No,Yes,Yes,Month-to-month,Yes,Mailed check,74.29,4092.26,No
C-04196,Female,0,No,No,5,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,113.03,562.26,Yes
C-04197,Male,0,No,No,49,No,No phone service,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Credit card (automatic),25.24,1239.54,Yes
C-04198,Male,0,Yes,No,36,No,No phone service,DSL,No,Yes,No,No,No,No,Two year,No,Credit card (automatic),47.53,1695.64,No
C-04199,Female,1,No,Yes,63,No,No phone service,Fiber optic,No,No,Yes,No,Yes,No,One year,No,Credit card (automatic),37.35,2342.76,Yes
C-04200,Male,0,Yes,Yes,53,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,No,Two year,Yes,Mailed check,73.38,3898.5,No
C-04201,Male,0,No,No,71,No,No phone service,Fiber optic,No,No,Yes,No,Yes,No,Month-to-month,Yes,Credit card (automatic),56.28,3997.68,No
C-04202,Female,0,No,No,48,No,No phone service,Fiber optic,Yes,No,Yes,Yes,Yes,No,Month-to-month,No,Credit card (automatic),33.73, ,No
C-04203,Female,1,No,Yes,10,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),82.28,816.82,No
C-04204,Female,0,Yes,Yes,48,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),71.63,3430.99,Yes
C-04205,Male,0,Yes,Yes,20,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Bank transfer (automatic),45.47,905.16,No
C-04206,Male,0,No,No,65,No,No phone service,Fiber optic,Yes,No,No,Yes,No,Yes,Month-to-month,No,Electronic check,65.98,4291.08,Yes
C-04207,Male,0,No,No,62,No,No phone service,DSL,Yes,Yes,No,Yes,No,Yes,Month-to-month,No,Electronic check,92.57,5746.2,No
C-04208,Male,0,Yes,No,27,No,No phone service,Fiber optic,Yes,No,No,No,No,Yes,One year,No,Electronic check,38.53,1037.82,No
C-04209,Female,0,Yes,Yes,16,Yes,Yes,Fiber optic,No,Yes,No,Yes,Yes,Yes,Month-to-month,No,Bank transfer (automatic),47.29,740.04,Yes
C-04210,Male,1,Yes,No,5,No,No phone service,DSL,Yes,Yes,Yes,No,No,Yes,Month-to-month,No,Mailed check,52.61,267.06,No
C-04211,Male,0,No,Yes,18,Yes,Yes,Fiber optic,No,No,Yes,Yes,No,No,Month-to-month,No,Electronic check,92.67,1670.73,No
C-04212,Female,0,Yes,Yes,55,No,No phone service,Fiber optic,No,No,No,No,Yes,Yes,One year,Yes,Bank transfer (automatic),102.69,5652.74,No
C-04213,Male,0,No,No,27,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Electronic check,55.64,1510.84,No
C-04214,Female,0,Yes,Yes,65,No,No phone service,DSL,Yes,Yes,No,Yes,No,Yes,Two year,No,Mailed check,47.66,3105.68,No
C-04215,Male,0,No,Yes,37,No,No phone service,Fiber optic,Yes,No,No,Yes,Yes,Yes,Month-to-month,No,Mailed check,106.94,3970.39,No
C-04216,Female,0,Yes,No,36,No,No phone service,Fiber optic,No,Yes,Yes,No,No,No,One year,No,Credit card (automatic),117.94,4246.12,No
C-04217,Male,0,Yes,No,67,Yes,Yes,DSL,No,Yes,No,Yes,No,Yes,Month-to-month,Yes,Bank transfer (automatic),85.04,5693.36,No
C-04218,Female,1,Yes,Yes,48,No,No phone service,DSL,Yes,Yes,Yes,No,Yes,Yes,Month-to-month,No,Electronic check,117.0,5626.41,No
C-04219,Male,0,Yes,No,42,No,No phone service,DSL,Yes,Yes,No,No,No,Yes,One year,Yes,Credit card (automatic),84.0,3537.08,No
C-04220,Male,0,Yes,Yes,35,Yes,No,DSL,No,No,No,No,Yes,No,One year,No,Electronic check,91.35,3194.92,No
C-04221,Female,0,Yes,Yes,57,No,No phone service,DSL,Yes,Yes,Yes,No,No,No,Month-to-month,No,Mailed check,56.87,3252.65,No
C-04222,Female,0,Yes,No,12,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),61.3,736.35,No
C-04223,Female,0,No,Yes,51,No,No phone service,DSL,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),32.41,1665.67,No
C-04224,Male,0,No,Yes,57,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,100.28,5733.25,No
C-04225,Female,1,No,Yes,31,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,111.11,3470.82,No
C-04226,Female,0,Yes,Yes,59,Yes,No,Fiber optic,Yes,Yes,Yes,No,No,No,Two year,Yes,Bank transfer (automatic),80.34,4740.68,No
C-04227,Male,0,No,No,57,No,No phone service,DSL,No,Yes,No,Yes,No,No,Month-to-month,Yes,Mailed check,52.36,2998.67,No
C-04228,Female,0,No,Yes,55,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,No,Month-to-month,No,Credit card (automatic),33.4,1845.54,Yes
C-04229,Female,0,No,No,27,No,No phone service,DSL,Yes,No,Yes,Yes,Yes,No,Month-to-month,Yes,Electronic check,44.52,1211.51,No
C-04230,Female,1,Yes,Yes,0,No,No phone service,DSL,Yes,No,No,No,No,Yes,Two year,No,Bank transfer (automatic),43.54,,No
C-04231,Male,0,Yes,No,41,Yes,No,Fiber optic,Yes,No,No,Yes,No,Yes,One year,Yes,Bank transfer (automatic),79.35,3262.86,No
C-04232,Male,0,Yes,No,47,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),112.5,5273.76,No
C-04233,Male,1,Yes,Yes,39,No,No phone service,Fiber optic,Yes,No,Yes,Yes,No,No,Month-to-month,Yes,Credit card (automatic),22.83,890.08,No
C-04234,Female,0,Yes,Yes,62,Yes,No,Fiber optic,No,Yes,Yes,No,No,No,Two year,No,Bank transfer (automatic),18.1,1115.67,Yes
C-04235,Male,0,No,No,71,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),78.02,5532.05,No
C-04236,Male,0,No,Yes,3,No,No phone service,DSL,Yes,No,Yes,Yes,Yes,No,Month-to-month,Yes,Bank transfer (automatic),46.41,124.87,No
C-04237,Male,0,Yes,Yes,37,Yes,No,DSL,No,Yes,No,No,No,No,Month-to-month,Yes,Mailed check,106.05,3918.58,No
C-04238,Female,0,No,No,26,Yes,Yes,Fiber optic,No,No,Yes,No,No,Yes,Two year,Yes,Credit card (automatic),50.73,1317.24,No
C-04239,Male,0,No,Yes,8,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,46.97,377.6,No
C-04240,Male,1,No,No,15,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,44.95,674.13,Yes
C-04241,Male,0,No,No,55,No,No phone service,Fiber optic,Yes,No,Yes,No,Yes,Yes,One year,No,Bank transfer (automatic),32.49,1797.47,Yes
C-04242,Male,0,Yes,Yes,30,Yes,No,Fiber optic,Yes,Yes,Yes,Yes,Yes,No,Month-to-month,No,Electronic check,76.15,2275.54,Yes
C-04243,Female,0,Yes,Yes,13,No,No phone service,Fiber optic,Yes,No,No,Yes,No,No,Month-to-month,Yes,Credit card (automatic),34.82,433.22,No
C-04244,Male,0,No,Yes,24,No,No phone service,DSL,Yes,Yes,Yes,Yes,No,No,Two year,Yes,Electronic check,60.46,1456.35,No
C-04245,Male,0,Yes,No,33,No,No phone service,Fiber optic,Yes,No,No,Yes,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),64.1,2114.83,Yes
C-04246,Male,0,No,Yes,66,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,No,Two year,No,Mailed check,20.05,1322.63,No
C-04247,Female,0,Yes,No,23,No,No phone service,Fiber optic,Yes,No,No,Yes,Yes,Yes,One year,Yes,Mailed check,19.68,445.51,No
C-04248,Female,0,No,Yes,25,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Electronic check,70.02,1759.59,No
C-04249,Male,0,Yes,No,19,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,87.6,1660.21,Yes
C-04250,Female,1,No,Yes,63,No,No phone service,DSL,Yes,Yes,No,Yes,Yes,No,Month-to-month,No,Bank transfer (automatic),112.21,7060.39,Yes
C-04251,Male,0,Yes,Yes,9,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,35.91,339.93,No
C-04252,Female,0,No,No,66,Yes,No,DSL,No,No,No,No,No,Yes,Month-to-month,Yes,Mailed check,28.33,1876.7,No
C-04253,Female,0,No,Yes,23,No,No phone service,DSL,Yes,Yes,No,Yes,No,No,Month-to-month,No,Bank transfer (automatic),23.21,533.43,No
C-04254,Male,0,No,No,4,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,61.6,221.99,No
C-04255,Female,0,No,Yes,66,No,No phone service,Fiber optic,Yes,Yes,Yes,Yes,Yes,No,Month-to-month,Yes,Credit card (automatic),80.31,5298.11,No
C-04256,Female,0,No,Yes,57,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,102.06,5817.2,Yes
C-04257,Male,0,Yes,Yes,26,No,No phone service,DSL,Yes,No,No,Yes,No,Yes,Two year,Yes,Bank transfer (automatic),86.26,2257.4,No
C-04258,Male,0,Yes,No,14,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Credit card (automatic),38.84,526.26,Yes
C-04259,Female,0,No,Yes,34,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,64.18,2197.72,No
C-04260,Female,0,No,Yes,52,No,No phone service,Fiber optic,No,Yes,No,No,No,Yes,Two year,Yes,Electronic check,109.03,5673.93,No
C-04261,Female,0,Yes,Yes,43,No,No phone service,Fiber optic,Yes,Yes,Yes,Yes,No,No,One year,No,Mailed check,50.67,2166.73,No
C-04262,Female,0,No,Yes,25,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,67.87,1705.97,No
C-04263,Male,0,Yes,No,46,Yes,No,Fiber optic,No,No,No,Yes,Yes,Yes,Month-to-month,No,Mailed check,113.86,5235.12,Yes
C-04264,Female,1,No,Yes,33,Yes,No,Fiber optic,Yes,No,No,Yes,Yes,No,Two year,No,Bank transfer (automatic),91.47,3001.89,No
C-04265,Male,0,Yes,No,49,No,No phone service,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,One year,No,Bank transfer (automatic),92.77,4541.29,Yes
C-04266,Male,0,No,Yes,11,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,No,Month-to-month,No,Electronic check,43.23,478.08,No
C-04267,Male,0,No,No,3,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),59.47,179.03,No
C-04268,Female,0,No,No,47,Yes,Yes,DSL,No,No,No,No,No,Yes,One year,No,Mailed check,26.23,1239.24,No
C-04269,Female,0,No,Yes,54,No,No phone service,Fiber optic,No,No,No,Yes,Yes,No,Month-to-month,No,Credit card (automatic),78.65,4258.07,No
C-04270,Male,1,No,No,0,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,No,Mailed check,28.37,,No
C-04271,Male,0,No,Yes,65,No,No phone service,Fiber optic,No,No,No,Yes,Yes,Yes,Month-to-month,No,Credit card (automatic),101.59,6603.14,Yes
C-04272,Male,0,Yes,Yes,29,Yes,No,DSL,No,No,Yes,No,No,Yes,Month-to-month,Yes,Electronic check,99.46,2878.24,No
C-04273,Male,1,No,No,2,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,Yes,No,Month-to-month,No,Credit card (automatic),71.36,130.23,Yes
C-04274,Male,1,Yes,No,20,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),32.12,641.88,Yes
C-04275,Female,0,No,No,48,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,One year,No,Electronic check,20.56,991.2,Yes
C-04276,Female,0,Yes,Yes,61,Yes,Yes,DSL,Yes,Yes,No,Yes,Yes,No,Two year,Yes,Electronic check,97.67,5962.78,No
C-04277,Female,0,No,No,37,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,Two year,Yes,Bank transfer (automatic),78.01,2882.42,No
C-04278,Female,1,Yes,No,14,No,No phone service,Fiber optic,Yes,No,Yes,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),89.09,1237.18,No
C-04279,Male,0,Yes,Yes,51,Yes,No,Fiber optic,Yes,No,No,No,Yes,No,Month-to-month,No,Mailed check,48.38,2460.93,Yes
C-04280,Male,1,No,Yes,45,Yes,No,Fiber optic,No,No,Yes,Yes,Yes,No,One year,No,Credit card (automatic),68.95,3083.98,No
C-04281,Female,0,No,No,24,Yes,Yes,DSL,Yes,No,Yes,No,Yes,No,Month-to-month,No,Bank transfer (automatic),92.72,2213.39,No
C-04282,Male,0,No,Yes,20,Yes,No,Fiber optic,No,Yes,Yes,Yes,No,Yes,Two year,Yes,Bank transfer (automatic),64.26,1274.17,No
C-04283,Male,0,No,No,4,No,No phone service,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),78.14,321.01,No
C-04284,Male,0,Yes,Yes,69,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,No,Two year,No,Electronic check,96.97,6699.37,No
C-04285,Female,1,No,No,46,No,No phone service,DSL,No,No,Yes,Yes,No,No,One year,Yes,Electronic check,39.52,1839.21,No
C-04286,Female,0,No,No,67,No,No phone service,DSL,No,No,No,No,Yes,No,Month-to-month,No,Bank transfer (automatic),24.59,1649.93,No
C-04287,Female,0,Yes,No,17,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Credit card (automatic),71.18,1205.22,No
C-04288,Female,0,No,No,20,No,No phone service,Fiber optic,Yes,Yes,No,Yes,Yes,No,Month-to-month,Yes,Mailed check,24.21,484.32,No
C-04289,Female,0,No,No,22,No,No phone service,DSL,No,Yes,Yes,No,Yes,Yes,Two year,No,Electronic check,94.66,2080.83,No
C-04290,Female,0,Yes,Yes,63,Yes,Yes,DSL,No,Yes,No,Yes,No,Yes,Month-to-month,No,Mailed check,89.92,5658.64,No
C-04291,Male,1,No,No,66,Yes,No,DSL,No,No,Yes,Yes,Yes,Yes,Two year,No,Electronic check,106.17,7010.42,No
C-04292,Female,0,No,No,39,No,No phone service,Fiber optic,No,No,Yes,No,No,Yes,Two year,Yes,Credit card (automatic),81.96,3198.37,Yes
C-04293,Male,0,Yes,No,9,No,No phone service,Fiber optic,Yes,Yes,No,Yes,No,Yes,Month-to-month,Yes,Credit card (automatic),24.72,221.65,No
C-04294,Female,0,No,No,51,No,No phone service,DSL,No,Yes,No,No,Yes,No,Month-to-month,No,Electronic check,43.32,2206.38,Yes
C-04295,Female,0,No,Yes,71,No,No phone service,Fiber optic,No,Yes,No,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),98.79,7020.41,No
C-04296,Male,0,No,No,60,No,No phone service,DSL,Yes,No,No,Yes,No,No,Two year,No,Credit card (automatic),34.71,2077.06,Yes
C-04297,Female,1,Yes,No,63,Yes,Yes,DSL,Yes,No,No,No,No,Yes,Two year,Yes,Mailed check,87.85,5530.52,No
C-04298,Male,0,No,Yes,4,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),96.03,388.87,Yes
C-04299,Female,0,Yes,Yes,52,Yes,No,Fiber optic,Yes,Yes,Yes,Yes,No,No,Two year,Yes,Bank transfer (automatic),51.01,2662.63,No
C-04300,Male,0,Yes,No,54,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),50.23,2721.62,No
C-04301,Female,0,No,No,36,No,No phone service,DSL,No,Yes,Yes,Yes,Yes,No,Month-to-month,Yes,Bank transfer (automatic),73.78,2653.48,Yes
C-04302,Male,0,Yes,Yes,55,No,No phone service,DSL,No,No,No,No,No,Yes,Month-to-month,No,Bank transfer (automatic),104.13,5714.51,Yes
C-04303,Female,0,No,No,58,No,No phone service,Fiber optic,No,No,No,Yes,Yes,Yes,One year,No,Bank transfer (automatic),40.39,2339.73,Yes
C-04304,Male,0,No,No,68,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,No,Month-to-month,No,Mailed check,112.13,7625.58,No
C-04305,Female,0,No,No,58,Yes,No,Fiber optic,Yes,No,Yes,Yes,No,No,One year,No,Electronic check,77.91,4507.64,No
C-04306,Female,0,Yes,Yes,1,No,No phone service,Fiber optic,Yes,Yes,No,Yes,Yes,No,One year,Yes,Electronic check,117.21,114.13,No
C-04307,Female,0,No,Yes,64,Yes,No,DSL,Yes,No,No,Yes,No,No,Two year,Yes,Electronic check,26.96,1737.51,No
C-04308,Female,0,Yes,No,59,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,Month-to-month,No,Bank transfer (automatic),30.66,1810.41,Yes
C-04309,Female,0,Yes,Yes,50,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Bank transfer (automatic),100.66,5027.59,No
C-04310,Female,0,Yes,Yes,29,No,No phone service,Fiber optic,No,No,No,No,No,Yes,Two year,Yes,Credit card (automatic),104.48,3030.21,No
C-04311,Male,0,No,Yes,10,No,No phone service,DSL,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,62.55,626.34,Yes
C-04312,Male,0,Yes,No,38,Yes,No,Fiber optic,No,No,Yes,No,No,Yes,One year,Yes,Credit card (automatic),89.41,3393.85,Yes
C-04313,Male,0,Yes,Yes,71,Yes,Yes,Fiber optic,Yes,No,No,Yes,No,No,One year,No,Mailed check,104.76,7445.68,No
C-04314,Male,0,Yes,Yes,62,No,No phone service,DSL,No,No,No,No,No,No,Month-to-month,No,Mailed check,22.31,1364.94,No
C-04315,Male,0,Yes,Yes,63,Yes,Yes,Fiber optic,No,No,No,Yes,No,No,Month-to-month,No,Bank transfer (automatic),75.4,4754.92,No
C-04316,Male,1,Yes,No,60,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Credit card (automatic),103.35,6195.27,No
C-04317,Female,0,Yes,Yes,53,Yes,No,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Month-to-month,No,Electronic check,57.82,3074.92,Yes
C-04318,Female,0,No,No,57,Yes,Yes,DSL,Yes,No,Yes,Yes,Yes,No,Month-to-month,No,Electronic check,48.24,2736.93,No
C-04319,Female,0,Yes,Yes,55,Yes,No,Fiber optic,Yes,No,No,Yes,No,Yes,Two year,No,Electronic check,97.57,5375.74,No
C-04320,Male,0,No,No,33,No,No phone service,DSL,No,Yes,No,No,No,Yes,Month-to-month,No,Credit card (automatic),51.58,1694.25,No
C-04321,Female,0,No,Yes,30,No,No phone service,DSL,No,Yes,Yes,No,No,Yes,Two year,No,Bank transfer (automatic),18.32,552.82,No
C-04322,Male,0,No,Yes,51,No,No phone service,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Month-to-month,No,Electronic check,113.96,5807.31,No
C-04323,Male,0,Yes,No,0,Yes,Yes,DSL,No,Yes,No,Yes,Yes,No,Month-to-month,Yes,Bank transfer (automatic),77.21,,Yes
C-04324,Male,0,No,No,54,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Electronic check,99.95,5395.39,No
C-04325,Female,0,No,Yes,21,Yes,Yes,Fiber optic,No,Yes,No,Yes,No,No,Month-to-month,Yes,Bank transfer (automatic),100.53,2103.9,No
C-04326,Female,0,Yes,No,39,Yes,No,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,No,Credit card (automatic),24.64,974.95,No
C-04327,Male,1,Yes,Yes,0,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),35.09,,No
C-04328,Female,0,No,No,64,Yes,No,Fiber optic,No,Yes,Yes,No,Yes,Yes,One year,No,Electronic check,49.11,3148.26,No
C-04329,Female,0,No,Yes,62,Yes,No,Fiber optic,Yes,Yes,Yes,No,No,Yes,Month-to-month,No,Mailed check,50.07,3113.73,No
C-04330,Male,0,No,No,53,Yes,Yes,DSL,Yes,Yes,Yes,Yes,No,Yes,Month-to-month,Yes,Mailed check,83.88,4436.85,Yes
C-04331,Female,1,Yes,Yes,41,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,No,Yes,Month-to-month,Yes,Mailed check,80.31,3296.93,Yes
C-04332,Female,0,Yes,Yes,20,Yes,Yes,Fiber optic,Yes,Yes,No,Yes,Yes,Yes,One year,No,Mailed check,67.46,1354.77,Yes
C-04333,Male,0,Yes,No,21,No,No phone service,DSL,Yes,No,Yes,Yes,No,Yes,Month-to-month,No,Bank transfer (automatic),39.13,806.26,Yes
