show_id,type,title,director,cast,country,date_added,release_year,rating,duration,listed_in,description
s4481,Movie,The Crown 4,Ryan Murphy,"Cate Blanchett, Brad Pitt, Meryl Streep, Jennifer Aniston",India,"July 14, 2014",2012,TV-MA,107 min,"Sci-Fi & Fantasy, Dramas",A story about The.
s4482,TV Show,Stranger Things 39,David Fincher,"Jennifer Aniston, Brad Pitt, Leonardo DiCaprio",United Kingdom,"August 22, 2016",2014,TV-MA,5 Season,"Dramas, Children & Family Movies",A story about Stranger.
s4483,Movie,Breaking Bad 21,Alfonso Cuarón,,Germany,"May 14, 2010",2010,TV-PG,130 min,"Children & Family Movies, Horror Movies",A story about Breaking.
s4484,TV Show,Narcos 38,Alfonso Cuarón,"Brad Pitt, Tom Hanks, Cate Blanchett, Jennifer Aniston",Canada,"March 25, 2019",2018,TV-PG,4 Season,Children & Family Movies,A story about Narcos.
s4485,TV Show,Dark 27,,"Jennifer Aniston, Tom Hanks, Cate Blanchett, Meryl Streep",India,"December 8, 2018",2018,TV-MA,3 Season,Romantic Movies,A story about Dark.
s4486,Movie,Money Heist 18,,"Brad Pitt, Tom Hanks, Cate Blanchett, Jennifer Aniston",Canada,"July 17, 2018",2017,TV-14,110 min,"Thrillers, Dramas",A story about Money.
s4487,TV Show,Squid Game 6,,"Jennifer Aniston, Tom Hanks, Cate Blanchett",India,"July 22, 2019",2018,PG-13,2 Season,"Thrillers, Sci-Fi & Fantasy",A story about Squid.
s4488,Movie,Ozark 46,Guillermo del Toro,"Jennifer Aniston, Cate Blanchett, Meryl Streep, Leonardo DiCaprio",Brazil,"May 6, 2013",2013,PG,177 min,Sci-Fi & Fantasy,A story about Ozark.
s4489,Movie,Mindhunter 30,Guillermo del Toro,"Meryl Streep, Tom Hanks, Brad Pitt",United States,,2017,PG,173 min,Horror Movies,A story about Mindhunter.
s4490,Movie,Lupin 3,,"Jennifer Aniston, Cate Blanchett, Tom Hanks, Brad Pitt",India,"August 2, 2013",2012,PG,93 min,"Thrillers, Dramas",A story about Lupin.
s4491,TV Show,Inception 40,Alfonso Cuarón,"Jennifer Aniston, Leonardo DiCaprio, Cate Blanchett, Meryl Streep",United States,"December 11, 2011",2010,TV-MA,1 Season,"Children & Family Movies, Horror Movies",A story about Inception.
s4492,Movie,The Irishman 33,,"Brad Pitt, Jennifer Aniston, Cate Blanchett, Tom Hanks",India,"June 7, 2016",2015,NR,115 min,Romantic Movies,A story about The.
s4493,Movie,Bird Box 36,,"Jennifer Aniston, Meryl Streep, Leonardo DiCaprio",United States,"December 13, 2009",2009,TV-14,112 min,"Dramas, Horror Movies",A story about Bird.
s4494,Movie,Extraction 21,David Fincher,"Brad Pitt, Leonardo DiCaprio, Meryl Streep",India,"November 3, 2018",2016,TV-MA,151 min,"Thrillers, Documentaries",A story about Extraction.
s4495,Movie,The Old Guard 14,,"Brad Pitt, Jennifer Aniston, Meryl Streep, Tom Hanks",United States,"December 16, 2018",2018,TV-MA,171 min,"Action & Adventure, Sci-Fi & Fantasy",A story about The.
s4496,Movie,Bright 1,,"Brad Pitt, Leonardo DiCaprio, Tom Hanks",United Kingdom,"April 5, 2014",2014,PG-13,131 min,Documentaries,A story about Bright.
s4497,Movie,Triple Frontier 10,Ryan Murphy,"Tom Hanks, Cate Blanchett, Jennifer Aniston, Brad Pitt",United States,"February 18, 2013",2012,TV-MA,92 min,Children & Family Movies,A story about Triple.
s4498,Movie,6 Underground 16,Guillermo del Toro,"Meryl Streep, Cate Blanchett, Jennifer Aniston, Leonardo DiCaprio",France,"January 23, 2013",2013,PG-13,90 min,"Horror Movies, Documentaries",A story about 6.
s4499,Movie,Project Power 38,Ryan Murphy,,Japan,"August 24, 2018",2017,TV-PG,109 min,"Documentaries, Romantic Movies",A story about Project.
s4500,Movie,Army of Thieves 5,Ryan Murphy,"Brad Pitt, Leonardo DiCaprio",India,"April 3, 2018",2018,TV-14,147 min,"Action & Adventure, Children & Family Movies",A story about Army.
s4501,TV Show,The Crown 33,,"Jennifer Aniston, Tom Hanks",United Kingdom,"March 8, 2016",2014,PG-13,5 Season,Action & Adventure,A story about The.
s4502,TV Show,Stranger Things 40,Alfonso Cuarón,"Leonardo DiCaprio, Brad Pitt, Jennifer Aniston, Meryl Streep",France,"April 14, 2009",2008,TV-MA,1 Season,"International Movies, Romantic Movies",A story about Stranger.
s4503,Movie,Breaking Bad 15,,"Tom Hanks, Leonardo DiCaprio, Meryl Streep",France,"May 18, 2013",2013,TV-14,126 min,Dramas,A story about Breaking.
s4504,Movie,Narcos 22,,"Tom Hanks, Leonardo DiCaprio, Jennifer Aniston",United Kingdom,"October 1, 2011",2009,R,175 min,Action & Adventure,A story about Narcos.
s4505,TV Show,Dark 20,David Fincher,"Jennifer Aniston, Cate Blanchett, Tom Hanks, Brad Pitt",United States,"March 10, 2014",2012,TV-MA,5 Season,"Horror Movies, Romantic Movies",A story about Dark.
s4506,Movie,Money Heist 28,Alfonso Cuarón,"Tom Hanks, Meryl Streep, Brad Pitt",Japan,"January 12, 2013",2013,TV-14,174 min,International Movies,A story about Money.
s4507,Movie,Squid Game 38,Alfonso Cuarón,"Cate Blanchett, Brad Pitt, Meryl Streep",United States,"May 20, 2022",2020,TV-PG,101 min,Comedies,A story about Squid.
s4508,TV Show,Ozark 33,,"Meryl Streep, Brad Pitt, Tom Hanks",India,"June 1, 2015",2014,PG-13,3 Season,"Horror Movies, Dramas",A story about Ozark.
s4509,Movie,Mindhunter 40,Christopher Nolan,"Tom Hanks, Leonardo DiCaprio, Brad Pitt",France,"May 5, 2020",2018,PG-13,124 min,"Horror Movies, Children & Family Movies",A story about Mindhunter.
s4510,Movie,Lupin 47,Guillermo del Toro,"Tom Hanks, Brad Pitt",United States,"December 26, 2010",2008,PG-13,80 min,Romantic Movies,A story about Lupin.
s4511,Movie,Inception 41,David Fincher,"Leonardo DiCaprio, Cate Blanchett, Jennifer Aniston, Tom Hanks",United States,"July 11, 2012",2010,TV-PG,98 min,Romantic Movies,A story about Inception.
s4512,Movie,The Irishman 45,Martin Scorsese,"Leonardo DiCaprio, Cate Blanchett",United Kingdom,"April 4, 2009",2008,TV-MA,74 min,"Comedies, Children & Family Movies",A story about The.
s4513,Movie,Bird Box 15,,"Tom Hanks, Leonardo DiCaprio, Meryl Streep, Jennifer Aniston",United States,"August 13, 2012",2012,TV-MA,155 min,Dramas,A story about Bird.
s4514,Movie,Extraction 4,Christopher Nolan,"Brad Pitt, Jennifer Aniston, Leonardo DiCaprio",India,"September 26, 2020",2018,TV-14,165 min,"Sci-Fi & Fantasy, Horror Movies",A story about Extraction.
s4515,TV Show,The Old Guard 29,Guillermo del Toro,"Jennifer Aniston, Brad Pitt, Cate Blanchett, Meryl Streep",United States,"June 15, 2015",2014,TV-MA,1 Season,Dramas,A story about The.
s4516,TV Show,Bright 16,,"Leonardo DiCaprio, Tom Hanks",Germany,"June 4, 2013",2013,NR,4 Season,"Documentaries, Action & Adventure",A story about Bright.
s4517,TV Show,Triple Frontier 15,Martin Scorsese,"Jennifer Aniston, Cate Blanchett, Brad Pitt, Tom Hanks",Germany,"May 1, 2009",2009,TV-14,2 Season,Dramas,A story about Triple.
s4518,Movie,6 Underground 45,David Fincher,"Jennifer Aniston, Brad Pitt",United States,,2016,TV-14,160 min,"Children & Family Movies, Documentaries",A story about 6.
s4519,Movie,Project Power 12,David Fincher,"Tom Hanks, Cate Blanchett",United States,"February 9, 2021",2019,R,136 min,"Action & Adventure, Comedies",A story about Project.
s4520,Movie,Army of Thieves 39,Ryan Murphy,"Brad Pitt, Jennifer Aniston, Tom Hanks, Leonardo DiCaprio",United States,"September 24, 2014",2014,TV-MA,90 min,"Horror Movies, Action & Adventure",A story about Army.
s4521,Movie,The Crown 45,Christopher Nolan,"Tom Hanks, Brad Pitt",South Korea,"April 20, 2016",2016,R,80 min,Documentaries,A story about The.
s4522,Movie,Stranger Things 8,,,France,"August 2, 2018",2017,TV-14,169 min,Action & Adventure,A story about Stranger.
s4523,Movie,Breaking Bad 22,Ava DuVernay,"Leonardo DiCaprio, Meryl Streep, Brad Pitt, Cate Blanchett",Canada,"October 8, 2013",2012,TV-PG,123 min,"Comedies, Children & Family Movies",A story about Breaking.
s4524,Movie,Narcos 38,,"Brad Pitt, Tom Hanks, Jennifer Aniston, Meryl Streep",South Korea,"November 16, 2017",2015,PG-13,137 min,"Horror Movies, Children & Family Movies",A story about Narcos.
s4525,TV Show,Dark 9,Guillermo del Toro,"Brad Pitt, Cate Blanchett, Jennifer Aniston, Meryl Streep",France,"March 15, 2021",2020,TV-14,5 Season,"International Movies, Romantic Movies",A story about Dark.
s4526,Movie,Money Heist 14,Ava DuVernay,"Meryl Streep, Jennifer Aniston, Brad Pitt",Spain,"November 17, 2015",2014,TV-14,163 min,"Sci-Fi & Fantasy, International Movies",A story about Money.
s4527,Movie,Squid Game 18,,"Leonardo DiCaprio, Tom Hanks, Meryl Streep, Jennifer Aniston",United States,"May 21, 2020",2020,G,93 min,Romantic Movies,A story about Squid.
s4528,Movie,Ozark 49,David Fincher,"Leonardo DiCaprio, Brad Pitt, Tom Hanks",India,"February 9, 2019",2018,PG-13,155 min,"International Movies, Children & Family Movies",A story about Ozark.
s4529,TV Show,Mindhunter 45,Guillermo del Toro,"Cate Blanchett, Jennifer Aniston, Leonardo DiCaprio, Brad Pitt",India,"June 5, 2014",2014,TV-14,4 Season,Documentaries,A story about Mindhunter.
s4530,Movie,Lupin 26,David Fincher,"Cate Blanchett, Jennifer Aniston, Tom Hanks, Meryl Streep",France,"October 21, 2022",2021,TV-MA,142 min,Thrillers,A story about Lupin.
s4531,Movie,Inception 46,Alfonso Cuarón,"Jennifer Aniston, Brad Pitt, Cate Blanchett",United Kingdom,"May 22, 2011",2011,TV-14,165 min,Action & Adventure,A story about Inception.
s4532,TV Show,The Irishman 48,David Fincher,"Tom Hanks, Jennifer Aniston",Germany,"November 17, 2014",2013,TV-MA,3 Season,Horror Movies,A story about The.
s4533,TV Show,Bird Box 47,Christopher Nolan,"Brad Pitt, Leonardo DiCaprio, Meryl Streep",Spain,"June 3, 2016",2015,TV-14,4 Season,Children & Family Movies,A story about Bird.
s4534,Movie,Extraction 1,,"Tom Hanks, Leonardo DiCaprio, Cate Blanchett, Brad Pitt",United Kingdom,"October 8, 2020",2018,TV-MA,104 min,"International Movies, Romantic Movies",A story about Extraction.
s4535,TV Show,The Old Guard 6,,"Leonardo DiCaprio, Tom Hanks",India,"June 19, 2017",2016,G,5 Season,"Children & Family Movies, Action & Adventure",A story about The.
s4536,Movie,Bright 8,Alfonso Cuarón,"Brad Pitt, Cate Blanchett",India,"December 24, 2016",2016,PG-13,110 min,"Comedies, Romantic Movies",A story about Bright.
s4537,Movie,Triple Frontier 14,,"Meryl Streep, Jennifer Aniston, Leonardo DiCaprio, Brad Pitt",United States,"June 25, 2008",2008,TV-PG,145 min,"Comedies, Horror Movies",A story about Triple.
s4538,Movie,6 Underground 14,Ryan Murphy,"Cate Blanchett, Leonardo DiCaprio, Meryl Streep",United States,"May 2, 2011",2010,G,129 min,"Children & Family Movies, Dramas",A story about 6.
s4539,Movie,Project Power 11,,"Brad Pitt, Cate Blanchett, Meryl Streep, Leonardo DiCaprio",Canada,"May 19, 2013",2012,TV-PG,94 min,"Horror Movies, International Movies",A story about Project.
s4540,Movie,Army of Thieves 6,David Fincher,"Cate Blanchett, Tom Hanks, Jennifer Aniston",United States,"May 3, 2021",2019,TV-MA,145 min,"Comedies, International Movies",A story about Army.
s4541,TV Show,The Crown 46,Christopher Nolan,"Meryl Streep, Jennifer Aniston, Brad Pitt, Cate Blanchett",India,"June 20, 2018",2016,PG-13,1 Season,"International Movies, Thrillers",A story about The.
s4542,Movie,Stranger Things 38,Ava DuVernay,"Cate Blanchett, Tom Hanks, Brad Pitt, Leonardo DiCaprio",Spain,"July 15, 2020",2019,TV-14,109 min,"Documentaries, Comedies",A story about Stranger.
s4543,TV Show,Breaking Bad 18,Ava DuVernay,"Jennifer Aniston, Leonardo DiCaprio, Brad Pitt",United Kingdom,"April 18, 2014",2013,TV-MA,1 Season,Romantic Movies,A story about Breaking.
s4544,Movie,Narcos 43,David Fincher,"Meryl Streep, Cate Blanchett, Tom Hanks",India,"July 10, 2017",2015,TV-PG,108 min,"Documentaries, Comedies",A story about Narcos.
s4545,Movie,Dark 21,,"Brad Pitt, Cate Blanchett, Meryl Streep",Spain,"June 7, 2008",2008,R,151 min,"Action & Adventure, Thrillers",A story about Dark.
s4546,Movie,Money Heist 10,Guillermo del Toro,,United States,"December 15, 2019",2017,PG,117 min,Comedies,A story about Money.
s4547,TV Show,Squid Game 10,Martin Scorsese,"Brad Pitt, Meryl Streep, Leonardo DiCaprio",United Kingdom,"October 2, 2019",2019,PG-13,3 Season,Horror Movies,A story about Squid.
s4548,Movie,Ozark 7,Ava DuVernay,"Cate Blanchett, Brad Pitt",United States,"November 12, 2017",2017,TV-14,122 min,"Comedies, International Movies",A story about Ozark.
s4549,Movie,Mindhunter 7,Ava DuVernay,"Meryl Streep, Cate Blanchett, Brad Pitt",United States,"November 6, 2017",2016,TV-PG,89 min,"Comedies, Sci-Fi & Fantasy",A story about Mindhunter.
s4550,TV Show,Lupin 41,,"Meryl Streep, Leonardo DiCaprio, Cate Blanchett",Germany,"June 18, 2022",2020,TV-MA,1 Season,International Movies,A story about Lupin.
s4551,Movie,Inception 21,Guillermo del Toro,"Jennifer Aniston, Leonardo DiCaprio",United States,"April 6, 2021",2021,PG-13,156 min,Horror Movies,A story about Inception.
s4552,Movie,The Irishman 12,Christopher Nolan,"Leonardo DiCaprio, Tom Hanks, Jennifer Aniston",Japan,,2013,PG-13,104 min,"International Movies, Documentaries",A story about The.
s4553,TV Show,Bird Box 41,,"Cate Blanchett, Tom Hanks, Meryl Streep, Leonardo DiCaprio",Japan,"August 5, 2018",2017,TV-MA,4 Season,Sci-Fi & Fantasy,A story about Bird.
s4554,Movie,Extraction 32,Ryan Murphy,"Meryl Streep, Brad Pitt, Cate Blanchett",South Korea,"April 3, 2012",2011,TV-PG,88 min,"Thrillers, Sci-Fi & Fantasy",A story about Extraction.
s4555,TV Show,The Old Guard 14,David Fincher,"Brad Pitt, Leonardo DiCaprio, Meryl Streep",United Kingdom,"June 3, 2017",2015,TV-14,5 Season,"Documentaries, International Movies",A story about The.
s4556,TV Show,Bright 27,,"Brad Pitt, Jennifer Aniston, Tom Hanks",United States,"April 25, 2012",2012,PG-13,2 Season,Action & Adventure,A story about Bright.
s4557,Movie,Triple Frontier 32,Christopher Nolan,"Cate Blanchett, Jennifer Aniston",Germany,"February 16, 2021",2021,TV-14,154 min,International Movies,A story about Triple.
s4558,TV Show,6 Underground 43,Martin Scorsese,"Tom Hanks, Cate Blanchett",France,"October 14, 2018",2017,TV-14,4 Season,International Movies,A story about 6.
s4559,Movie,Project Power 21,,"Brad Pitt, Cate Blanchett, Meryl Streep",United States,"July 13, 2012",2010,TV-14,134 min,Thrillers,A story about Project.
s4560,Movie,Army of Thieves 15,Alfonso Cuarón,"Brad Pitt, Meryl Streep, Leonardo DiCaprio",Canada,"July 1, 2021",2021,TV-PG,100 min,Children & Family Movies,A story about Army.
s4561,TV Show,The Crown 37,Alfonso Cuarón,"Jennifer Aniston, Leonardo DiCaprio",Canada,"April 14, 2022",2021,PG,4 Season,Horror Movies,A story about The.
s4562,Movie,Stranger Things 36,,"Leonardo DiCaprio, Jennifer Aniston, Tom Hanks",France,"January 23, 2010",2010,TV-MA,137 min,International Movies,A story about Stranger.
s4563,Movie,Breaking Bad 23,David Fincher,"Jennifer Aniston, Tom Hanks, Leonardo DiCaprio, Cate Blanchett",United States,"January 7, 2020",2019,TV-MA,95 min,Comedies,A story about Breaking.
s4564,Movie,Narcos 33,,"Cate Blanchett, Tom Hanks, Brad Pitt, Meryl Streep",United States,"February 20, 2022",2020,TV-14,139 min,"Documentaries, Sci-Fi & Fantasy",A story about Narcos.
s4565,Movie,Dark 17,,"Tom Hanks, Leonardo DiCaprio, Brad Pitt, Cate Blanchett",United States,"May 10, 2009",2008,PG,90 min,"Dramas, Children & Family Movies",A story about Dark.
s4566,TV Show,Money Heist 21,,"Brad Pitt, Jennifer Aniston, Tom Hanks",United States,"September 17, 2013",2013,TV-14,5 Season,"Documentaries, Children & Family Movies",A story about Money.
s4567,Movie,Squid Game 6,Ryan Murphy,"Brad Pitt, Leonardo DiCaprio",United States,"November 15, 2022",2021,TV-MA,73 min,"Sci-Fi & Fantasy, Dramas",A story about Squid.
s4568,Movie,Ozark 17,Ryan Murphy,"Meryl Streep, Cate Blanchett, Jennifer Aniston, Brad Pitt",United States,"August 4, 2013",2012,TV-PG,72 min,Children & Family Movies,A story about Ozark.
s4569,TV Show,Mindhunter 48,Martin Scorsese,"Leonardo DiCaprio, Brad Pitt, Tom Hanks, Cate Blanchett",France,"July 21, 2020",2018,TV-PG,3 Season,"International Movies, Comedies",A story about Mindhunter.
s4570,TV Show,Lupin 24,Ava DuVernay,"Leonardo DiCaprio, Brad Pitt, Cate Blanchett",United States,"September 1, 2017",2015,TV-14,5 Season,"Comedies, Horror Movies",A story about Lupin.
s4571,TV Show,Inception 22,David Fincher,"Jennifer Aniston, Meryl Streep",United States,"May 6, 2021",2019,TV-14,4 Season,International Movies,A story about Inception.
s4572,TV Show,The Irishman 16,Martin Scorsese,"Brad Pitt, Meryl Streep",Canada,"July 11, 2010",2008,TV-MA,5 Season,Horror Movies,A story about The.
s4573,Movie,Bird Box 8,Ryan Murphy,"Jennifer Aniston, Brad Pitt, Cate Blanchett, Tom Hanks",United States,"April 4, 2015",2013,TV-PG,127 min,Horror Movies,A story about Bird.
s4574,Movie,Extraction 23,,"Meryl Streep, Leonardo DiCaprio, Jennifer Aniston",France,"October 22, 2022",2021,R,143 min,Thrillers,A story about Extraction.
s4575,Movie,The Old Guard 34,,"Jennifer Aniston, Cate Blanchett",Germany,"October 27, 2021",2019,TV-PG,119 min,"International Movies, Sci-Fi & Fantasy",A story about The.
s4576,TV Show,Bright 24,,"Brad Pitt, Meryl Streep",Canada,"November 15, 2021",2020,PG-13,3 Season,"Children & Family Movies, Dramas",A story about Bright.
s4577,Movie,Triple Frontier 37,Martin Scorsese,"Leonardo DiCaprio, Jennifer Aniston, Brad Pitt",France,"December 2, 2010",2010,G,118 min,"Children & Family Movies, Horror Movies",A story about Triple.
s4578,Movie,6 Underground 28,,"Jennifer Aniston, Brad Pitt",United States,"October 20, 2010",2010,PG-13,174 min,Documentaries,A story about 6.
s4579,Movie,Project Power 14,Christopher Nolan,"Jennifer Aniston, Brad Pitt, Meryl Streep, Cate Blanchett",United States,"December 20, 2020",2019,R,97 min,"International Movies, Thrillers",A story about Project.
s4580,Movie,Army of Thieves 18,Alfonso Cuarón,"Cate Blanchett, Meryl Streep",United States,"January 1, 2014",2013,R,83 min,"Action & Adventure, Romantic Movies",A story about Army.
s4581,Movie,The Crown 2,Guillermo del Toro,"Brad Pitt, Leonardo DiCaprio",France,"August 12, 2012",2010,TV-MA,83 min,"International Movies, Documentaries",A story about The.
s4582,Movie,Stranger Things 28,,"Brad Pitt, Jennifer Aniston",South Korea,"January 6, 2009",2009,TV-PG,132 min,Thrillers,A story about Stranger.
s4583,TV Show,Breaking Bad 47,,"Cate Blanchett, Brad Pitt, Jennifer Aniston, Meryl Streep",United States,"June 17, 2015",2014,TV-PG,3 Season,Children & Family Movies,A story about Breaking.
s4584,TV Show,Narcos 8,Ava DuVernay,"Meryl Streep, Brad Pitt",France,"February 14, 2022",2020,TV-MA,5 Season,Thrillers,A story about Narcos.
s4585,Movie,Dark 19,,"Meryl Streep, Leonardo DiCaprio, Cate Blanchett, Brad Pitt",United States,"January 19, 2012",2011,PG,167 min,"Action & Adventure, Romantic Movies",A story about Dark.
s4586,Movie,Money Heist 1,,"Tom Hanks, Leonardo DiCaprio, Jennifer Aniston",Canada,"October 7, 2018",2016,TV-MA,125 min,Children & Family Movies,A story about Money.
s4587,Movie,Squid Game 26,Guillermo del Toro,"Brad Pitt, Tom Hanks, Cate Blanchett, Jennifer Aniston",United States,"May 23, 2015",2014,TV-14,177 min,Horror Movies,A story about Squid.
s4588,Movie,Ozark 26,,"Meryl Streep, Brad Pitt",France,"February 19, 2009",2009,TV-14,76 min,"Action & Adventure, Romantic Movies",A story about Ozark.
s4589,Movie,Mindhunter 24,Guillermo del Toro,"Brad Pitt, Meryl Streep, Leonardo DiCaprio",United Kingdom,"February 20, 2021",2019,TV-14,73 min,"Action & Adventure, Sci-Fi & Fantasy",A story about Mindhunter.
s4590,TV Show,Lupin 1,Guillermo del Toro,"Brad Pitt, Meryl Streep",United States,"March 8, 2018",2017,TV-MA,2 Season,Sci-Fi & Fantasy,A story about Lupin.
s4591,Movie,Inception 29,Ava DuVernay,"Meryl Streep, Cate Blanchett, Jennifer Aniston, Leonardo DiCaprio",United States,"November 6, 2022",2021,TV-PG,153 min,"International Movies, Sci-Fi & Fantasy",A story about Inception.
s4592,Movie,The Irishman 43,,"Cate Blanchett, Brad Pitt, Leonardo DiCaprio",United Kingdom,"December 7, 2014",2012,PG,117 min,"Action & Adventure, Sci-Fi & Fantasy",A story about The.
s4593,Movie,Bird Box 18,Ava DuVernay,"Leonardo DiCaprio, Jennifer Aniston, Meryl Streep, Tom Hanks",India,,2014,TV-PG,87 min,International Movies,A story about Bird.
s4594,TV Show,Extraction 44,Ava DuVernay,"Tom Hanks, Leonardo DiCaprio, Cate Blanchett, Meryl Streep",United Kingdom,"February 5, 2019",2018,TV-14,3 Season,"Sci-Fi & Fantasy, Horror Movies",A story about Extraction.
s4595,Movie,The Old Guard 29,David Fincher,"Jennifer Aniston, Leonardo DiCaprio, Cate Blanchett, Tom Hanks",Brazil,"September 13, 2013",2012,G,90 min,Documentaries,A story about The.
s4596,Movie,Bright 24,,"Tom Hanks, Leonardo DiCaprio, Meryl Streep",United States,"July 16, 2018",2017,TV-14,79 min,"Romantic Movies, Action & Adventure",A story about Bright.
s4597,Movie,Triple Frontier 22,Martin Scorsese,"Tom Hanks, Brad Pitt, Jennifer Aniston",United States,"March 20, 2012",2012,PG,143 min,"Thrillers, Horror Movies",A story about Triple.
s4598,TV Show,6 Underground 48,David Fincher,"Brad Pitt, Jennifer Aniston, Cate Blanchett",Germany,"March 27, 2010",2010,G,3 Season,"Sci-Fi & Fantasy, Horror Movies",A story about 6.
s4599,Movie,Project Power 4,Martin Scorsese,"Tom Hanks, Meryl Streep",United States,"January 14, 2022",2020,TV-14,72 min,"Dramas, Action & Adventure",A story about Project.
s4600,Movie,Army of Thieves 20,David Fincher,"Brad Pitt, Meryl Streep",Japan,"January 24, 2020",2020,TV-MA,146 min,"Romantic Movies, Documentaries",A story about Army.
s4601,TV Show,The Crown 13,Guillermo del Toro,"Leonardo DiCaprio, Cate Blanchett",United States,"April 27, 2010",2008,TV-MA,4 Season,Horror Movies,A story about The.
s4602,Movie,Stranger Things 15,Ava DuVernay,"Meryl Streep, Jennifer Aniston",Japan,"February 3, 2012",2010,PG-13,149 min,Children & Family Movies,A story about Stranger.
s4603,Movie,Breaking Bad 38,,"Jennifer Aniston, Leonardo DiCaprio, Meryl Streep",United Kingdom,"September 17, 2010",2010,TV-PG,142 min,Thrillers,A story about Breaking.
s4604,TV Show,Narcos 40,,"Jennifer Aniston, Tom Hanks",United States,"July 2, 2016",2016,TV-PG,2 Season,Horror Movies,A story about Narcos.
s4605,Movie,Dark 3,Alfonso Cuarón,"Brad Pitt, Jennifer Aniston, Meryl Streep, Tom Hanks",Brazil,"September 24, 2018",2018,TV-MA,153 min,"Sci-Fi & Fantasy, International Movies",A story about Dark.
s4606,Movie,Money Heist 46,,"Meryl Streep, Leonardo DiCaprio",United States,"November 24, 2014",2014,TV-MA,164 min,"Action & Adventure, Horror Movies",A story about Money.
s4607,TV Show,Squid Game 35,Martin Scorsese,"Tom Hanks, Cate Blanchett, Meryl Streep, Leonardo DiCaprio",India,"October 3, 2017",2015,TV-MA,3 Season,International Movies,A story about Squid.
s4608,Movie,Ozark 17,Martin Scorsese,"Brad Pitt, Tom Hanks",France,"September 8, 2016",2016,TV-MA,88 min,"Children & Family Movies, Comedies",A story about Ozark.
s4609,Movie,Mindhunter 7,Ava DuVernay,"Meryl Streep, Tom Hanks, Brad Pitt",France,"May 12, 2018",2016,R,81 min,Sci-Fi & Fantasy,A story about Mindhunter.
s4610,Movie,Lupin 45,,"Tom Hanks, Jennifer Aniston, Brad Pitt, Leonardo DiCaprio",France,,2013,TV-14,132 min,Dramas,A story about Lupin.
s4611,Movie,Inception 27,Guillermo del Toro,"Jennifer Aniston, Brad Pitt",France,"November 25, 2022",2021,PG,130 min,"International Movies, Romantic Movies",A story about Inception.
s4612,TV Show,The Irishman 29,David Fincher,"Meryl Streep, Leonardo DiCaprio",France,"April 17, 2019",2017,TV-14,1 Season,"Comedies, International Movies",A story about The.
s4613,Movie,Bird Box 11,Guillermo del Toro,"Meryl Streep, Tom Hanks",United States,"February 14, 2010",2008,TV-14,158 min,Sci-Fi & Fantasy,A story about Bird.
s4614,Movie,Extraction 33,,"Brad Pitt, Cate Blanchett, Leonardo DiCaprio",United States,"September 20, 2020",2019,PG-13,113 min,Action & Adventure,A story about Extraction.
s4615,Movie,The Old Guard 34,Christopher Nolan,"Tom Hanks, Leonardo DiCaprio, Cate Blanchett",United States,"January 10, 2012",2011,TV-PG,149 min,Dramas,A story about The.
s4616,Movie,Bright 1,Martin Scorsese,"Brad Pitt, Jennifer Aniston, Leonardo DiCaprio, Cate Blanchett",Canada,"June 23, 2008",2008,G,130 min,Thrillers,A story about Bright.
s4617,Movie,Triple Frontier 35,,"Leonardo DiCaprio, Meryl Streep, Tom Hanks, Brad Pitt",United Kingdom,"December 16, 2016",2014,TV-14,135 min,"Romantic Movies, Documentaries",A story about Triple.
s4618,TV Show,6 Underground 27,David Fincher,"Meryl Streep, Jennifer Aniston, Brad Pitt, Cate Blanchett",Brazil,"December 13, 2021",2021,TV-PG,5 Season,"Romantic Movies, Comedies",A story about 6.
s4619,Movie,Project Power 43,,"Meryl Streep, Tom Hanks",Spain,"August 24, 2014",2012,R,84 min,"Action & Adventure, Dramas",A story about Project.
s4620,Movie,Army of Thieves 17,,"Leonardo DiCaprio, Meryl Streep, Jennifer Aniston, Tom Hanks",India,"September 13, 2010",2008,PG-13,72 min,Romantic Movies,A story about Army.
s4621,Movie,The Crown 49,,"Jennifer Aniston, Brad Pitt",India,"November 21, 2021",2020,TV-MA,92 min,"Horror Movies, Children & Family Movies",A story about The.
s4622,Movie,Stranger Things 40,Martin Scorsese,"Cate Blanchett, Tom Hanks",Japan,"June 21, 2013",2012,R,141 min,"Sci-Fi & Fantasy, Comedies",A story about Stranger.
s4623,Movie,Breaking Bad 39,Christopher Nolan,"Cate Blanchett, Leonardo DiCaprio, Tom Hanks",South Korea,"December 26, 2020",2020,TV-PG,82 min,Children & Family Movies,A story about Breaking.
s4624,TV Show,Narcos 23,Christopher Nolan,"Tom Hanks, Jennifer Aniston, Cate Blanchett, Brad Pitt",United States,"September 17, 2017",2017,TV-MA,1 Season,Children & Family Movies,A story about Narcos.
s4625,TV Show,Dark 13,,"Cate Blanchett, Brad Pitt, Jennifer Aniston, Meryl Streep",United States,"October 26, 2019",2017,NR,4 Season,Documentaries,A story about Dark.
s4626,Movie,Money Heist 11,David Fincher,"Cate Blanchett, Jennifer Aniston, Leonardo DiCaprio",United States,"March 16, 2013",2011,TV-14,168 min,Children & Family Movies,A story about Money.
s4627,TV Show,Squid Game 25,,"Brad Pitt, Jennifer Aniston",United States,"June 27, 2015",2014,TV-MA,5 Season,"Action & Adventure, International Movies",A story about Squid.
